dataverse,article,date,year,journal
AJPS,Women's Authority in Patriarchal Social Movements: The Case of Female Salafi Preachers,2019-07-09,2019,ajps
AJPS,The Moderating Effect of Debates on Political Attitudes,2019-07-03,2019,ajps
AJPS,More Effective Than We Thought: Accounting for Legislative Hitchhikers Reveals a More Inclusive and Productive Lawmaking Process,2019-06-25,2019,ajps
AJPS,"Coalition Government, Legislative Institutions, and Public Policy in Parliamentary Democracies",2019-06-20,2019,ajps
AJPS,Peacekeepers against Criminal Violence -- Unintended Effects of Peacekeeping Operations?,2019-06-19,2019,ajps
AJPS,For Safety or Profit? How Science Serves the Strategic Interests of Private Actors,2019-06-17,2019,ajps
AJPS,Ideology Justifies Morality: Political Beliefs Predict Moral Foundations,2019-06-14,2019,ajps
AJPS,Poverty and Divine Rewards: The Electoral Advantage of Islamist Political Parties,2019-06-12,2019,ajps
AJPS,"Descriptive and Substantive Representation in Congress: Evidence from 80,000 Congressional Inquiries",2019-05-20,2019,ajps
AJPS,Committed or Conditional Democrats? Opposition Dynamics in Electoral Autocracies,2019-05-16,2019,ajps
AJPS,"Prediction, Proxies, and Power",2019-05-06,2019,ajps
AJPS,Ballot Reform as Suffrage Restriction: Evidence from Brazil's Second Republic,2019-05-06,2019,ajps
AJPS,"Tuning In, Not Turning: Evaluating the Impact of Ethnic Television on Political Participation",2019-05-01,2019,ajps
AJPS,Congress and Administrative Policymaking: Identifying Congressional Veto Power,2019-05-01,2019,ajps
AJPS,The Disclosure Dilemma: Nuclear Intelligence and International Organizations,2019-04-29,2019,ajps
AJPS,Social Networks and Protest Participation: Evidence from 130 Million Twitter Users,2019-04-26,2019,ajps
AJPS,Does Direct Democracy Hurt Immigrant Minorities? Evidence from Naturalization Decisions in Switzerland,2019-04-15,2019,ajps
AJPS,How Getting the Facts Right Can Fuel Partisan Motivated Reasoning,2019-03-13,2019,ajps
AJPS,"Valence, Elections, and Legislative Institutions",2019-03-13,2019,ajps
AJPS,Non-Governmental Monitoring of Local Governments Increases Compliance with Central Mandates: A National-Scale Field Experiment in China,2019-03-07,2019,ajps
AJPS,Greater Expectations: A Field Experiment to Improve Accountability in Mali,2019-03-07,2019,ajps
AJPS,Is Temperature Exogenous? The Impact of Civil Conflict on the Instrumental Climate Record in Sub-Saharan Africa,2019-03-01,2019,ajps
AJPS,Measuring and Explaining Political Sophistication Through Textual Complexity,2019-02-22,2019,ajps
AJPS,On The Meaning of Survey Reports of Roll Call ``Votes'',2019-02-18,2019,ajps
AJPS,Do Social Rights Affect Social Outcomes?,2019-02-15,2019,ajps
AJPS,Strategic Spending: Does Politics Influence Election Administration Expenditure?,2019-02-12,2019,ajps
AJPS,"Of Two Minds, But One Heart: A Good “Gut” Feeling Moderates the Effect of Ambivalence on Attitude Formation and Turnout",2019-02-04,2019,ajps
AJPS,When Should We Use Unit Fixed Effects Regression Models for Causal Inference with Longitudinal Data?,2019-01-18,2019,ajps
AJPS,"Violence, Non-violence, and the Effects of International Human Rights Law",2019-01-16,2019,ajps
AJPS,How Government Reactions to Violence Worsen Social Welfare: Evidence from Peru,2019-01-04,2019,ajps
AJPS,Politics by Number: Indicators as Social Pressure in International Relations,2018-12-04,2018,ajps
AJPS,Influencing the Bureaucracy: The Irony of Congressional Oversight,2018-12-04,2018,ajps
AJPS,"Conflict-Induced Displacement, Understanding the Causes of Flight",2018-12-04,2018,ajps
AJPS,Performance Federalism and Local Democracy: Theory and Evidence from School Tax Referenda,2018-12-04,2018,ajps
AJPS,Norms versus Action: Why Voters Fail to Sanction Malfeasance in Brazil,2018-11-28,2018,ajps
AJPS,Responsiveness Without Representation: Evidence from Minimum Wage Laws in U.S. States,2018-10-22,2018,ajps
AJPS,Predispositions and the Political Behavior of American Economic Elites: Evidence from Technology Entrepreneurs,2018-10-15,2018,ajps
AJPS,"Power-Sharing: Institutions, Behavior, and Peace",2018-10-15,2018,ajps
AJPS,The Anti-Democrat Diploma: How High School Education Decreases Support for the Democratic Party,2018-10-11,2018,ajps
AJPS,Skill Specificity and Attitudes Towards Immigration,2018-10-09,2018,ajps
AJPS,The Effectiveness of a Racialized Counter-Strategy,2018-10-05,2018,ajps
AJPS,Territorial Representation and the Opinion-Policy Linkage: Evidence from the European Union,2018-09-28,2018,ajps
AJPS,"Urbanization Patterns, Information Diffusion and Female Voting in Rural Paraguay",2018-09-28,2018,ajps
AJPS,Racial or Spatial Voting? The Effects of Candidate Ethnicity and Ethnic Group Endorsements in Local Elections,2018-09-20,2018,ajps
AJPS,Cue-Taking in Congress: Interest Group Signals from Dear Colleague Letters,2018-09-20,2018,ajps
AJPS,Priorities for Preventive Action: Explaining Americans' Divergent Reactions to 100 Public Risks,2018-09-19,2018,ajps
AJPS,Lost in Aggregation: Improving Event Analysis with Report-Level Data,2018-09-17,2018,ajps
AJPS,Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,2018-09-10,2018,ajps
AJPS,No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,2018-08-23,2018,ajps
AJPS,"Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",2018-08-22,2018,ajps
AJPS,All Male Panels? Representation and Democratic Legitimacy,2018-08-22,2018,ajps
AJPS,"Hawks, Doves, and Peace: An Experimental Approach",2018-07-23,2018,ajps
AJPS,Public-Sector Unions and the Size of Government,2018-07-23,2018,ajps
AJPS,An Equivalence Approach to Balance and Placebo Tests,2018-07-20,2018,ajps
AJPS,The Persistent Effect of U.S. Civil Rights Protests on Political Attitudes,2018-07-10,2018,ajps
AJPS,"Ethnic parties, ethnic tensions? Results of an original election panel study",2018-07-03,2018,ajps
AJPS,Remittances and Protest in Dictatorships,2018-06-29,2018,ajps
AJPS,"Cooperative Autocracies: Leader Survival, Creditworthiness and Bilateral Investment Treaties",2018-06-29,2018,ajps
AJPS,Compulsory Voting and Parties’ Vote-Seeking Strategies,2018-06-21,2018,ajps
AJPS,Narcissism and Political Orientations,2018-06-04,2018,ajps
AJPS,Coalitional Instability and the Three-Fifths Compromise,2018-05-21,2018,ajps
AJPS,The Two Income-Participation Gaps,2018-05-03,2018,ajps
AJPS,"""Targeting Ordinary Voters or Political Elites?: Why Pork is Distributed Along Partisan Lines in India""",2018-05-02,2018,ajps
AJPS,Inferring-Roll Call Scores from Campaign Contributions Using Supervised Machine Learning,2018-04-26,2018,ajps
AJPS,Is There More Violence in the Middle?,2018-04-12,2018,ajps
AJPS,Does Compliance Pay? Social Standards and Firm-level Trade,2018-04-11,2018,ajps
AJPS,"Replication Dataset for: Prejudice, Strategic Discrimination, and the Electoral Connection: Evidence from a Pair of Field Experiments in Brazil",2018-04-10,2018,ajps
AJPS,Chains of Love? Global Production and the Firm-Level Diffusion of Labor Standards,2018-04-09,2018,ajps
AJPS,Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-04-03,2018,ajps
AJPS,Legislative Capacity and Credit Risk,2018-04-02,2018,ajps
AJPS,Putting Politics First: The Impact of Politics on American Religious and Secular Orientations,2018-03-14,2018,ajps
AJPS,When Common Identities Decrease Trust: An Experimental Study of Partisan Women,2018-03-12,2018,ajps
AJPS,International Constraints and Electoral Decisions: Does the Room to Maneuver Attenuate Economic Voting?,2018-03-05,2018,ajps
AJPS,Tree-Based Models for Political Science Data,2018-03-05,2018,ajps
AJPS,Encouraging Political Voices of Underrepresented Citizens through Coproduction. Evidence from a Randomized Field Trial,2018-02-28,2018,ajps
AJPS,How Conditioning on Posttreatment Variables Can Ruin Your Experiment and What to Do about It,2018-02-20,2018,ajps
AJPS,"Born Weak, Growing Strong: Anti-Government Protests as a Signal of Rebel Strength in the Context of Civil Wars",2018-02-12,2018,ajps
AJPS,"Election Timing, Electorate Composition, and Policy Outcomes: Evidence from School Districts",2018-02-08,2018,ajps
AJPS,"Tell Me Who Is Your Leader, and I Will Tell You Who You Are: Foreign Leaders' Perceived Personality and Public Attitudes toward Their Countries and Citizenry",2018-01-30,2018,ajps
AJPS,The Trade Origins of Economic Nationalism: Import Competition and Voting Behavior in Western Europe,2018-01-22,2018,ajps
AJPS,"""Electoral Effects of Biased Media: Russian Television in Ukraine""",2018-01-19,2018,ajps
AJPS,"The Who, When, and Where of Executive Nominations: Integrating Agency Independence and Appointee Ideology",2018-01-12,2018,ajps
AJPS,"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-01-03,2018,ajps
AJPS,Audience Costs and the Dynamics of War and Peace,2017-12-22,2017,ajps
AJPS,"Disgust, Anxiety, and Political Learning in the Face of Threat",2017-12-18,2017,ajps
AJPS,Sectarian Framing in the Syrian Civil War,2017-12-12,2017,ajps
AJPS,The Conditional Nature of Political Risk: How Home Institutions Influence the Location of Foreign Direct Investment,2017-12-11,2017,ajps
AJPS,"""Making Austerity Popular: The Media and Mass Attitudes Towards Fiscal Policy""",2017-12-08,2017,ajps
AJPS,"Gender, Political Knowledge and Descriptive Representation: The Impact of Long-Term Socialization",2017-11-29,2017,ajps
AJPS,Prominent Role Models: High-Profile Female Politicians and the Emergence of Women as Candidates for Public Office,2017-10-27,2017,ajps
AJPS,Defending the Realm: The Appointment of Female Defense Ministers Worldwide,2017-10-25,2017,ajps
AJPS,Bankrolling Repression? Modeling Third-Party Influence on Protests and Repression,2017-10-25,2017,ajps
AJPS,The Popularity Costs of Economic Crisis Under Electoral Authoritarianism: Evidence from Russia,2017-10-24,2017,ajps
AJPS,Differential Registration Bias in Voter File Data: A Sensitivity Analysis Approach,2017-10-11,2017,ajps
AJPS,The Public Cost of Unilateral Action,2017-10-05,2017,ajps
AJPS,Economic Voting in Latin America: Rules and Responsibility,2017-09-27,2017,ajps
AJPS,Issue Voting as a Constrained Choice Problem,2017-09-27,2017,ajps
AJPS,Leader Influence and Reputation Formation in World Politics,2017-08-24,2017,ajps
AJPS,Disloyal Brokers and Weak Parties,2017-07-26,2017,ajps
AJPS,Elite Influence? Religion and the Electoral Success of the Nazis,2017-06-29,2017,ajps
AJPS,How The Public Defines Terrorism,2017-06-28,2017,ajps
AJPS,Making Washington Work: Legislative Entrepreneurship and the Personal Vote from the Gilded Age to the Great Depression,2017-06-21,2017,ajps
AJPS,No Need to Watch: How the Effects of Partisan Media Can Spread via Inter-Personal Discussions,2017-06-14,2017,ajps
AJPS,How Do Interest Groups Seek Access to Committees?,2017-06-12,2017,ajps
AJPS,Political Brokers: Partisans or Agents? Evidence from the Mexican Teacher's Union,2017-06-06,2017,ajps
AJPS,Extending the Use and Prediction Precision of Subnational Public Opinion Estimation,2017-05-19,2017,ajps
AJPS,Have Your Cake and Eat it Too? Cointegration and Dynamic Inference from Autoregressive Distributed Lag Models,2017-05-15,2017,ajps
AJPS,Regression Discontinuity Designs Based on Population Thresholds: Pitfalls and Solutions,2017-05-10,2017,ajps
AJPS,Do Rural Migrants Divide Ethnically in the City? Ethnographic and Experimental Evidence from India,2017-04-30,2017,ajps
AJPS,When Are Agenda Setters Valuable?,2017-04-26,2017,ajps
AJPS,A Bottom-Up Theory of Public Opinion about Foreign Policy,2017-04-19,2017,ajps
AJPS,The Fulfillment of Parties' Election Pledges: A Comparative Study on the Impact of Power Sharing,2017-04-15,2017,ajps
AJPS,Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices,2017-04-06,2017,ajps
AJPS,Replication data for: The Elusive Search for Presidential Power,2017-04-06,2017,ajps
AJPS,Front-door Difference-in-Differences Estimators,2017-04-01,2017,ajps
AJPS,Reconsidering the Role of Politics in Leaving Religion – The Importance of Affiliation,2017-02-23,2017,ajps
AJPS,How Do Indifferent Voters Decide? The Political Importance of Implicit Attitudes,2017-02-14,2017,ajps
AJPS,Paths of Recruitment: Rational Social Prospecting in Petition Canvassing,2017-02-14,2017,ajps
AJPS,Cities as Lobbyists,2017-02-14,2017,ajps
AJPS,Strategies of Resistance: Diversification and Diffusion,2017-02-12,2017,ajps
AJPS,How to Elect More Women: Gender and Candidate Success in a Field Experiment,2017-01-28,2017,ajps
AJPS,Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action,2016-12-28,2016,ajps
AJPS,The Vicarious Bases of Perceived Injustice,2016-12-16,2016,ajps
AJPS,Replication data for: Making Young Voters: The Impact of Preregistration on Youth Turnout,2016-12-12,2016,ajps
AJPS,To Revoke or Not Revoke? The Political Determinants of Executive Order Longevity,2016-12-08,2016,ajps
AJPS,"Foreign Aid, Human Rights and Democracy Promotion: Evidence from a Natural Experiment",2016-11-30,2016,ajps
AJPS,Language Shapes People’s Time Perspective and Support for Future-Oriented Policies,2016-11-30,2016,ajps
AJPS,Computer-Assisted Keyword and Document Set Discovery from Unstructured Text,2016-11-30,2016,ajps
AJPS,Identifying the Source of Incumbency Advantage through a Constitutional Reform,2016-11-16,2016,ajps
AJPS,Racial Inequality in Democratic Accountability: Evidence from Retrospective Voting in Local Elections,2016-11-08,2016,ajps
AJPS,Spatial Models of Legislative Effectiveness,2016-11-03,2016,ajps
AJPS,Foreign Aid and Undeserved Credit Claiming,2016-11-03,2016,ajps
AJPS,"Race, Representation, and the Voting Rights Act",2016-11-01,2016,ajps
AJPS,Ethnic Networks,2016-10-24,2016,ajps
AJPS,"A House Divided? Roll Calls, Polarization, and Policy Differences in the U.S. House, 1877–2011",2016-09-07,2016,ajps
AJPS,Informed Preferences? The Impact of Unions on Workers' Policy Views,2016-08-29,2016,ajps
AJPS,"The Strategic Shuffle: Ethnic Geography, the Internal Security Apparatus, and Elections in Kenya",2016-08-07,2016,ajps
AJPS,Gone with the Wind: Federalism and the Strategic Location of Air Polluters,2016-08-03,2016,ajps
AJPS,Unlikely Democrats: Economic Elite Uncertainty Under Dictatorship and Support for Democratization,2016-07-29,2016,ajps
AJPS,The Majority-Minority Divide in Attitudes toward Internal Migration: Evidence from Mumbai,2016-07-25,2016,ajps
AJPS,Ideologically Sophisticated Donors: Which Candidates Do Individual Contributors Finance?,2016-07-25,2016,ajps
AJPS,Predicting and Interpolating State-level Polls using Twitter Textual Data,2016-07-13,2016,ajps
AJPS,Inside Irredentism: A Global Empirical Analysis,2016-06-29,2016,ajps
AJPS,All in the Family: Partisan Disagreement and Electoral Mobilization in Intimate Networks - a Spillover Experiment,2016-06-28,2016,ajps
AJPS,The Balance-Sample Size Frontier in Matching Methods for Causal Inference,2016-06-22,2016,ajps
AJPS,Mining and Local Corruption in Africa,2016-06-14,2016,ajps
AJPS,Macro Implementation: Testing the Causal Paths from U.S. Macro Policy to Federal Incarceration,2016-05-19,2016,ajps
AJPS,"""The Rich are Different from You and Me"": College Socialization and the Economic Views of Affluent Americans",2016-05-17,2016,ajps
AJPS,"Inequality, labor market segmentation, and preferences for redistribution",2016-05-13,2016,ajps
AJPS,Navigating the Range of Statistical Tools for Inferential Network Analysis,2016-04-21,2016,ajps
AJPS,Constitutional Qualms or Politics as Usual? The Factors Shaping Public Support for Unilateral Action,2016-04-13,2016,ajps
AJPS,Can Political Inequalities be Educated Away? Evidence from a Large-scale Reform,2016-04-12,2016,ajps
AJPS,"Small Aggregates, Big Manipulation: Vote Buying Enforcement and Collective Monitoring",2016-04-11,2016,ajps
AJPS,"Replication data for: False Consciousness or Class Awareness? Local Income Inequality, Personal Economic Position, and Belief in American Meritocracy",2016-03-28,2016,ajps
AJPS,"MNCs, Rents, and Corruption: Evidence from China",2016-03-23,2016,ajps
AJPS,Intuitive Ethics and Political Orientations: Testing Moral Foundations as a Theory of Political Ideology,2016-03-04,2016,ajps
AJPS,Does Race Affect Access to Government Services? An Experiment Exploring Street-Level Bureaucrats and Access to Public Housing,2016-02-17,2016,ajps
AJPS,The Deservingness Heuristic and The Politics of Health Care,2016-02-15,2016,ajps
AJPS,(How) Can We Estimate the Ideology of Citizens and Political Elites on the Same Scale?,2016-02-05,2016,ajps
AJPS,No Compromise: Political Consequences of Moralized Attitudes,2015-12-11,2015,ajps
AJPS,Corruption as a Self-Fulfilling Prophecy: Evidence from a Survey Experiment in Costa Rica,2015-12-04,2015,ajps
AJPS,The Causal Effects of Elite Position-Taking on Voter Attitudes: Field Experiments with Elite Communication,2015-11-23,2015,ajps
AJPS,The Fiscal Roots of Financial Underdevelopment,2015-11-20,2015,ajps
AJPS,Loose Cannons or Loyal Foot Soldiers? Toward a More Complex Theory of Interest Group Advertising Strategies,2015-11-20,2015,ajps
AJPS,Endogenous Credible Commitment and Party Competition Over Redistribution Under Alternative Electoral Institutions,2015-11-13,2015,ajps
AJPS,Do Constitutional Rights Make a Difference?,2015-10-31,2015,ajps
AJPS,Electoral Rule Disproportionality and Platform Polarization,2015-10-21,2015,ajps
AJPS,The Hostile Audience: The Effect of Access to Broadband Internet on Partisan Affect,2015-10-21,2015,ajps
AJPS,Conspiracy Endorsement as Motivated Reasoning: The Moderating Roles of Political Knowledge and Trust,2015-10-20,2015,ajps
AJPS,Bias and Overconfidence in Parametric Models of Interactive Processes,2015-10-16,2015,ajps
AJPS,Immigration Attitudes and Support for the Welfare State in the American Mass Public,2015-10-13,2015,ajps
AJPS,The Company You Keep: How Voters Infer Party Positions on European Integration from Governing Coalition Arrangements,2015-09-29,2015,ajps
AJPS,Death & Turnout: The Human Costs of War and Voter Participation in Democracies,2015-09-24,2015,ajps
AJPS,The Politics of Judicial Procedures: The Role of Public Oral Hearings in the German Constitutional Court,2015-09-23,2015,ajps
AJPS,Preaching To The Choir: Americans Prefer Communicating To Copartisan Elected Officials,2015-09-18,2015,ajps
AJPS,Segregation and Inequality in Public Goods,2015-09-02,2015,ajps
AJPS,Experiential Learning and Presidential Management of the U.S. Federal Bureaucracy: Logic and Evidence from Agency Leadership Appointments,2015-09-02,2015,ajps
AJPS,Are Voters Equal under Proportional Representation?,2015-08-28,2015,ajps
AJPS,Does Compulsory Voting Increase Support for Leftist Policy?,2015-08-26,2015,ajps
AJPS,When Governments Regulate Governments,2015-08-18,2015,ajps
AJPS,Electoral Backlash against Climate Policy: A Natural Experiment on Retrospective Voting and Local Resistance to Public Policy,2015-08-04,2015,ajps
AJPS,"The Dynamics of State Policy Liberalism, 1936--2014",2015-07-31,2015,ajps
AJPS,Polarization and the Decline of the American Floating Voter,2015-07-29,2015,ajps
AJPS,Veto Rhetoric and Legislative Riders,2015-07-14,2015,ajps
AJPS,Who Inherits the State? Colonial Rule and Postcolonial Conflict,2015-07-09,2015,ajps
AJPS,Structural Topic Models for Open-Ended Survey Responses,2015-07-06,2015,ajps
AJPS,"Ideology, Learning, and Policy Diffusion: Experimental Evidence",2015-06-16,2015,ajps
AJPS,Voter Buying: Shaping the Electorate through Clientelism,2015-06-09,2015,ajps
AJPS,Turnout Across Democracies,2015-06-09,2015,ajps
AJPS,The Externalities of Inequality: Fear of Crime and Preferences for Redistribution in Western Europe,2015-06-04,2015,ajps
AJPS,Is Voting Habit Forming? New Evidence from Experiments and Regression Discontinuities,2015-05-29,2015,ajps
AJPS,"Terrorism, Dynamic Commitment Problems, and Military Conflict",2015-05-29,2015,ajps
AJPS,"Policy Attitudes in Institutional Context: Rules, Uncertainty, and the Mass Politics of Public Investment",2015-05-28,2015,ajps
AJPS,The Logic of Collective Inaction: Senatorial Delay in Executive Nominations,2015-05-22,2015,ajps
AJPS,How Politicians Discount the Opinions of Constituents with Whom They Disagree,2015-05-14,2015,ajps
AJPS,Sources of Authoritarian Responsiveness: A Field Experiment in China,2015-05-14,2015,ajps
AJPS,"IMF Conditionality, Government Partisanship, & the Progress of Economic Reforms",2015-05-13,2015,ajps
AJPS,Dynamic Pie: A Strategy for Modeling Trade-Offs in Compositional Variables Over Time,2015-05-12,2015,ajps
AJPS,When Are Monetary Policy Preferences Egocentric? Evidence from American Surveys and an Experiment,2015-05-12,2015,ajps
AJPS,Decomposing Audience Costs: Bringing the Audience Back into Audience Cost Theory,2015-05-11,2015,ajps
AJPS,Leader Incentives and Civil War Outcomes,2015-05-11,2015,ajps
AJPS,Backing Out or Backing In? Commitment and Consistency in Audience Costs Theory,2015-05-07,2015,ajps
AJPS,Breaking the Glass Ceiling: Local Gender-Based Earnings Inequality and Women's Belief in the American Dream,2015-05-06,2015,ajps
AJPS,A Closer Look at Reporting Bias in Conflict Event Data,2015-05-06,2015,ajps
AJPS,Signaling and Counter-Signaling in the Judicial Hierarchy: An Empirical Analysis of En Banc Review,2015-04-21,2015,ajps
AJPS,Replication data for: Conspiracy Theories and the Paranoid Style(s) of Mass Opinion,2015-04-05,2015,ajps
AJPS,Replication data for: On the Ideological Foundations of Supreme Court Legitimacy in the American Public,2015-04-01,2015,ajps
AJPS,Replication data for: Ideology and Interests in the Political Marketplace,2015-04-01,2015,ajps
AJPS,"Replication data for: War, the Presidency, and Legislative Voting Behavior",2015-04-01,2015,ajps
AJPS,Replication data for: Actor Fragmentation and Civil War Bargaining: How Internal Divisions Generate Civil Conflict,2015-04-01,2015,ajps
AJPS,Replication data for: An Effective Approach to the Repeated Cross-Sectional Design,2015-04-01,2015,ajps
AJPS,Replication data for: Heuristics Behaving Badly: Party Cues and Voter Knowledge,2015-04-01,2015,ajps
AJPS,Replication data for: Political Quid Pro Quo Agreements: An Experimental Study,2015-04-01,2015,ajps
AJPS,"Replication data for: Political Competition, Path Dependence, and the Strategy of Sustainable Energy Transitions",2015-04-01,2015,ajps
AJPS,Replication data for: Behind the Curve: Clarifying the Best Approach to Calculating Predicted Probabilities and Marginal Effects from Limited Dependent Variable Models,2015-04-01,2015,ajps
AJPS,Replication data for: Do Primaries Improve Electoral Performance? Clientelism and Intra-Party Conflict in Ghana,2015-04-01,2015,ajps
AJPS,Replication data for: Elections and Democratization in Authoritarian Regimes,2015-04-01,2015,ajps
AJPS,Replication data for: Deep Interactions with MRP: Election Turnout and Voting Patterns Among Small Electoral Subgroups,2015-04-01,2015,ajps
AJPS,Replication data for: Organizational Structure and the Optimal Design of Policymaking Panels: Evidence from Consensus Group Commission's Revenue Forecasts in the American States,2015-04-01,2015,ajps
AJPS,Replication data for: Appropriators not Position Takers: The Distorting Effects of Electoral Incentives on Congressional Representation,2015-04-01,2015,ajps
AJPS,Replication data for: Measuring Ethnic Voting: Do Proportional Electoral Laws Politicize Ethnicity?,2015-04-01,2015,ajps
AJPS,Replication data for: The Effects of Structures and Power on State Bargaining Strategies,2015-04-01,2015,ajps
AJPS,Replication data for: How many countries for multilevel modeling? A comparison of Frequentist and Bayesian approaches.,2015-04-01,2015,ajps
AJPS,Replication data for: Political Homophily and Collaboration in Regional Planning Networks,2015-03-31,2015,ajps
AJPS,Replication data for: Acculturating Contexts and Anglo Opposition to Immigration in the United States,2015-03-31,2015,ajps
AJPS,Replication data for: When are Women More Effective Lawmakers Than Men?,2015-03-31,2015,ajps
AJPS,Replication data for: Religious Participation and Economic Conservatism,2015-03-31,2015,ajps
AJPS,Replication data for: Do Perceptions of Ballot Secrecy Influence Turnout? Results from a Field Experiment,2015-03-31,2015,ajps
AJPS,Replication data for: The Institutional Basis of Intercommunal Order: Evidence from Indonesia's Democratic Transition,2015-03-31,2015,ajps
AJPS,Replication data for: Fight the Youth: Youth Bulges and State Repression,2015-03-31,2015,ajps
AJPS,Replication data for: Why Do Partisan Media Polarize Viewers?,2015-03-31,2015,ajps
AJPS,Replication data for: Political Parties and Representation of the Poor in the American States,2015-03-31,2015,ajps
AJPS,Replication data for: Economic Explanations for Opposition to Immigration: Distinguishing between Prevalence and Conditional Impact,2015-03-31,2015,ajps
AJPS,Replication data for: Black Politicians Are More Intrinsically Motivated To Advance Blacks’ Interests: A Field Experiment Manipulating Political Incentives,2015-03-31,2015,ajps
AJPS,Replication data for: What Drives the Swing Voter in Africa?,2015-03-31,2015,ajps
AJPS,Replication data for: United Nations Peacekeeping and Civilian Protection in Civil War,2015-03-30,2015,ajps
AJPS,Replication data for: A Natural Experiment in Proposal Power and Electoral Success,2015-03-30,2015,ajps
AJPS,Replication data for: Are Voters More Likely to Contribute to Other Public Goods: Evidence from a Large-Scale Randomized Policy Experiment,2015-03-30,2015,ajps
AJPS,Replication data for: Substituting the End for the Whole: Why Voters Respond Primarily to the Election-Year Economy,2015-03-30,2015,ajps
AJPS,Replication data for: Backlash and Legitimation: Macro Political Responses to Supreme Court Decisions,2015-03-30,2015,ajps
AJPS,Replication data for: Package Deals in EU Legislative Politics,2015-03-30,2015,ajps
AJPS,"Replication data for: Responding to War on Capitol Hill: Battlefield Casualties, Congressional Response, and Public Support for the War in Iraq",2015-03-30,2015,ajps
AJPS,Replication data for: The Informative Power of Treaty Commitment: Using the Spatial Model to Address Selection Effects,2015-03-30,2015,ajps
AJPS,Replication data for: Why Vote with the Chief? Political Connections and Public Goods Provision in Zambia,2015-03-30,2015,ajps
AJPS,Replication data for: Mapping the Ideological Marketplace,2015-03-30,2015,ajps
AJPS,Replication data for: Name Recognition and Candidate Support,2015-03-30,2015,ajps
AJPS,Replication data for: Autocracies and Terrorism: Conditioning Effects of Authoritarian Regime-Type on Terrorist Attacks,2015-03-30,2015,ajps
AJPS,Replication data for: Widowhood Effects in Voter Participation,2015-03-30,2015,ajps
AJPS,Replication data for: Placing Racial Stereotypes in Context: Social Desirability and the Politics of Racial Hostility,2015-03-30,2015,ajps
AJPS,Replication data for: Bootstrap Confidence Regions for Multidimensional Scaling Solutions,2015-03-30,2015,ajps
AJPS,Replication data for: The strategic nature of compliance: An empirical evaluation of law implementation in the central monitoring system of the EU,2015-03-30,2015,ajps
AJPS,Replication data for: The Better Angels of Our Nature: How the Anti-Prejudice Norm Affects Policy and Party Preferences in Great Britain and Germany,2015-03-30,2015,ajps
AJPS,Replication data for: Group Segregation and Urban Violence,2015-03-30,2015,ajps
AJPS,"Replication data for: Working Twice as Hard to Get Half as Far: Race, Work Ethic, and America’s Deserving Poor",2015-03-30,2015,ajps
AJPS,"Replication data for: Activation, Conversion, or Reinforcement? The Impact of Partisan News Exposure on Vote Choice",2015-03-30,2015,ajps
AJPS,Replication data for: A Model of Endogenous Government Formation,2015-03-30,2015,ajps
AJPS,Replication data for: Antigovernment Networks in Civil Conflicts: How Network Structures Affect Conflictual Behavior,2015-03-30,2015,ajps
AJPS,Replication data for: Does Decentralization Improve Perceptions of Accountability? Attitudinal Evidence from Colombia,2015-03-30,2015,ajps
AJPS,Replication data for: The Power of Partisanship in Brazil: Evidence from Survey Experiments,2015-03-30,2015,ajps
AJPS,Replication data for: Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2015-03-30,2015,ajps
AJPS,"Replication data for: Distorted Communication, Unequal Representation: Constituents Communicate Less To Representatives Not Of Their Race",2015-03-30,2015,ajps
AJPS,Replication data for: The Conditionality of Vote Buying Norms: Experimental Evidence from Latin America,2015-03-30,2015,ajps
AJPS,Replication data for: When Pay Outs Pay Off: Conditional Cash-Transfers and Voting Behavior in Brazil 2002-2010,2015-03-30,2015,ajps
AJPS,"Replication data for: Electoral Choice, Ideological Conflict, and Political Participation",2015-03-29,2015,ajps
AJPS,Replication data for: Do better monitoring institutions increase leadership quality in community organizations? Evidence from Uganda,2015-03-29,2015,ajps
AJPS,Replication data for: Elections and Deceptions: An Experimental Study on the Behavioral Effects of Democracy,2015-03-29,2015,ajps
AJPS,Replication data for: Spatial and Temporal Proximity: Examining the Effects of Protests on Political Attitudes,2015-03-29,2015,ajps
AJPS,Replication data for: Partisans In Robes: Party Cues and Public Acceptance of Supreme Court Decisions,2015-03-29,2015,ajps
AJPS,Replication data for: Preferences for International Redistribution: The Divide Over the Eurozone Bailouts,2015-03-29,2015,ajps
AJPS,Replication data for: Does Descriptive Representation Facilitate Women's Distinctive Voice? How Gender Composition and Decision Rules Affect Deliberation,2015-03-29,2015,ajps
AJPS,"Replication data for: The Semi-Constrained Court: Public Opinion, the Separation of Powers, and the U.S. Supreme Court's Fear of Nonimplementation",2015-03-29,2015,ajps
