dataverse,article,date,year,journal
JOP,"Replication Data for ""Democracy and Intensity of Preferences. A Test of Storable Votes and Quadratic Voting on Four California Propositions""",2020-06-26,2020,jop
JOP,"Voter Preferences and the Political Underrepresentation of Minority Groups: Lesbian, Gay, and Transgender Candidates in Advanced Democracies",2020-06-26,2020,jop
JOP,Age of Marriage and Women’s Political Engagement: Evidence from India,2020-06-24,2020,jop
JOP,Does Party Competition Affect Political Activism?,2020-06-24,2020,jop
JOP,Multiracial Identity and Political Preferences,2020-06-17,2020,jop
JOP,"Replication Data for ""Human Rights and Public Support for War""",2020-06-09,2020,jop
JOP,Can the Party in Power Systematically Win a Majority in Close Legislative Elections? Evidence from U.S. State Assemblies,2020-06-04,2020,jop
JOP,"Who is High-Income, Anyway?: Social Comparison, Subjective Group-Identification, and Preferences over Progressive Taxation",2020-05-29,2020,jop
JOP,Electoral Dis-connection: The Limits of Re-Election In Contexts of Weak Accountability,2020-05-29,2020,jop
JOP,The Burden of Election Logistics: Election Ballots and the Territorial Influence of Party Machines in Colombia,2020-05-29,2020,jop
JOP,"Replication Data for ""Close the Gap: Information and Mass Support in a Dominant Party Regime""",2020-05-29,2020,jop
JOP,"Replication data for ""Civic Duty and Voting under Autocracy""",2020-05-29,2020,jop
JOP,Free Trade and Forms of Democratization,2020-05-29,2020,jop
JOP,Local Conflict Intensity and Public Perceptions of the Police: Evidence from Afghanistan,2020-05-29,2020,jop
JOP,An International Game of Risk: Troop Placement and Major Power Competition,2020-05-29,2020,jop
JOP,"Racial Resentment, Prejudice, and Discrimination",2020-05-27,2020,jop
JOP,"""The Politics of Property Taxation: Fiscal Infrastructure and Electoral Incentives in Brazil""",2020-05-27,2020,jop
JOP,"""Peace without impunity"": World-view in the settlement of civil wars",2020-05-22,2020,jop
JOP,"Political Parties, Interest Groups, and Unequal Class Influence in American Policy",2020-05-22,2020,jop
JOP,Replication Data for Mobilization and Counter-Mobilization,2020-05-22,2020,jop
JOP,"Replication Data for ""State Violence and Wartime Civilian Agency""",2020-05-22,2020,jop
JOP,Do Partisan Types Stop at the Water's Edge?,2020-05-22,2020,jop
JOP,"Once Racialized, Now ""Immigrationized?"": Explaining the Immigration-Welfare Link in American Public Opinion",2020-05-19,2020,jop
JOP,Beyond the ‘Gender Gap’: The Role of Gender Identity,2020-05-19,2020,jop
JOP,Ambiguous Rhetoric and Legislative Accountability,2020-05-19,2020,jop
JOP,Twice the trouble: Twinning and the cost of voting.,2020-05-19,2020,jop
JOP,Interjurisdictional Competition and Policy Preferences of the Public,2020-05-19,2020,jop
JOP,Distributive Politics and Legislator Ideology,2020-05-19,2020,jop
JOP,Coercion and the Credibility of Assurances,2020-05-18,2020,jop
JOP,"""Where Self-Interest Trumps Ideology: Liberal Homeowners and Local Opposition to Housing Development""",2020-05-18,2020,jop
JOP,"Replication Data for Culture, Capital and the Political Economy Gender Gap: Evidence from Meghalaya's Matrilineal Tribes",2020-05-18,2020,jop
JOP,The Media Matters: Muslim American Portrayals and the Effects on Mass Attitudes,2020-05-18,2020,jop
JOP,Parliamentary Positions and Politicians’ Private Sector Earnings: Evidence from the UK House of Commons,2020-05-17,2020,jop
JOP,The Social Divisions of Politics: How Parties' Group-Based Appeals Influence Social Group Differences in Vote Choice,2020-05-17,2020,jop
JOP,Breaking the Judicial Glass Ceiling: The Appointment of Women to High Courts Worldwide,2020-05-17,2020,jop
JOP,Presidents on the Fast Track: Fighting Floor Amendments with Restrictive Rules,2020-05-17,2020,jop
JOP,"Replication Data for ""Elite Cleavage and the Rise of Capitalism under Authoritarianism: A Tale of Two Provinces in China""",2020-05-05,2020,jop
JOP,Power in Text: Implementing Networks and Institutional Complexity in American Law,2020-04-23,2020,jop
JOP,Electoral Administration in Fledgling Democracies: Experimental Evidence from Kenya,2020-03-24,2020,jop
JOP,Republican-Majority Appellate Panels Increase Execution Rates for Capital Defendants,2020-03-19,2020,jop
JOP,Ethnic Marginalization and (Non)Compliance in Public Health Emergencies,2020-03-19,2020,jop
JOP,The Review Process and the Citation Gap: The Role of the Editor’s Nudge,2020-03-19,2020,jop
JOP,How Do Voters Hold Politicians Accountable for Personal Welfare? Evidence of a Self-Serving Bias,2020-03-19,2020,jop
JOP,The Connections of Party Brokers,2020-03-08,2020,jop
JOP,​Leadership Styles and Political Survival of Chinese Communist Party Elites,2020-03-08,2020,jop
JOP,"""Why do voters support corrupt politicians? Experimental evidence from South Africa""",2020-03-08,2020,jop
JOP,Is the Political Right More Credulous?: Experimental Evidence Against Asymmetric Motivations to Believe False Political Information,2020-02-04,2020,jop
JOP,"Policy Effects, Partisanship, and Elections: How Medicaid Expansion Affected Public Opinion Toward the Affordable Care Act",2020-02-04,2020,jop
JOP,Anticipating Dissent: The Repression of Politicians in Pinochet's Chile,2020-02-04,2020,jop
JOP,Measuring Public Uncertainty about Candidate Ideology,2020-01-28,2020,jop
JOP,Reconsidering the Relationship between Authoritarianism and Republican Support in 2016 and Beyond,2020-01-28,2020,jop
JOP,"Political Agency, Election Quality, and Corruption",2020-01-15,2020,jop
JOP,Bean Counters: The Effect of Soy Tariffs on Change in Republican Vote Share between the 2016 and 2018 Elections,2020-01-15,2020,jop
JOP,"Replication data for: ""From Conquest to Centralization: Domestic Conflict and the Transition to Direct Rule""",2020-01-15,2020,jop
JOP,X Marks the Spot: Unlocking the Treasure of Spatial-X Models,2019-12-07,2019,jop
JOP,Congressional Oversight Revisited: Politics and Procedure in Agency Rulemaking,2019-11-05,2019,jop
JOP,The Stability and Durability of the U.S. Supreme Court’s Legitimacy,2019-10-26,2019,jop
JOP,Correlation with Time Explains the Relationship between Survey Nonresponse and Mass Polarization,2019-10-26,2019,jop
JOP,Stakeholder Participation in Policymaking: Evidence from Medicare Fee Schedule Revisions,2019-10-26,2019,jop
JOP,Rebel Leader Ascension and Wartime Sexual Violence,2019-10-26,2019,jop
JOP,"""The Populist Appeal: Personality and Anti-establishment Communication""",2019-10-26,2019,jop
JOP,Public Opinion in Subnational Politics,2019-10-22,2019,jop
JOP,"Busemeyer, Marius;Iversen, Torben, 2018, ""Replication Data for: Busemeyer, Marius/Iversen, Torben, 2018: The Welfare State with Private Alternatives.",2019-10-06,2019,jop
JOP,"Replication Data for ""Do Women Pay a Higher Price for Power? Gender bias in political violence in Sweden.""",2019-09-25,2019,jop
JOP,Family History and Attitudes Toward Outgroups: Evidence from the European Refugee Crisis,2019-09-25,2019,jop
JOP,"""Estimating Substantive Effects in Binary Outcome Panel Models: A Comparison""",2019-09-06,2019,jop
JOP,"Replication Data for ""Engineering informal institutions: Long run impacts of alternative dispute resolution on violence and property rights in Liberia""",2019-09-06,2019,jop
JOP,"Immigration, Voting Rights, and Redistribution : Evidence from Local Governments in Europe",2019-09-01,2019,jop
JOP,Valence Attacks Harm the Electoral Performance of the Left but not the Right,2019-08-13,2019,jop
JOP,"Extended Dependence: Trade, Alliances, and Peace",2019-08-11,2019,jop
JOP,Ideology of Affluence: Rich Americans' Explanations for Inequality and Redistributive Attitudes,2019-08-11,2019,jop
JOP,A Certain Type of Descriptive Representative? Understanding How Skin Tone and Gender Influences Black Politics,2019-08-09,2019,jop
JOP,Intraparty Polarization,2019-08-09,2019,jop
JOP,The Impact of Health Programs on Political Opinion: Evidence from Malaria Control in Tanzania,2019-08-09,2019,jop
JOP,"A Reanalysis of the Relationship between Indirect Rule, Ethnic Inclusion, and Decolonization",2019-08-09,2019,jop
JOP,A Conditional Model of Local Income Shock and Civil Conflict,2019-08-01,2019,jop
JOP,The Electoral Impact of Newly Enfranchised Groups: The Case of Women’s Suffrage in the United States.,2019-07-24,2019,jop
JOP,Private Sector Policymaking: Business Background and Politicians’ Behavior in Office,2019-07-24,2019,jop
JOP,The Political Logic of Government Disclosure: Evidence from Information Requests in Mexico,2019-07-22,2019,jop
JOP,Permissibility of Electoral Systems: A New Look at an Old Question,2019-07-19,2019,jop
JOP,The Intersection of Racial and Partisan Discrimination: Evidence from a Correspondence Study of Four-Year Colleges,2019-07-19,2019,jop
JOP,Traditional Leaders and the 2014-2015 Ebola Epidemic,2019-07-19,2019,jop
JOP,When Do Politicians Grandstand? Measuring Message Politics in Committee Hearings,2019-07-05,2019,jop
JOP,What Leads Racially Resentful Voters to Choose Black Candidates?,2019-06-24,2019,jop
JOP,Racial Sympathy and its Political Consequences,2019-06-24,2019,jop
JOP,Exit or Invest: Segregation increases investment in Public Schools,2019-06-09,2019,jop
JOP,The Effect of Electing Female Candidates on Attitudes Towards Intimate Partner Violence,2019-06-07,2019,jop
JOP,Do Welfare Benefits Pay Electoral Dividends? Evidence from the National Food Stamp Program Rollout,2019-05-26,2019,jop
JOP,Measuring the Consolidation of Power in Non-Democracies,2019-05-09,2019,jop
JOP,"Self-Confidence and Gender Gaps in Political Interest, Attention, and Efficacy",2019-05-08,2019,jop
JOP,Regional Governance in Divided Societies: Evidence from the Republic of Congo and Kenya,2019-05-07,2019,jop
JOP,Reputation and Organizational Politics: Inside the EU Commission,2019-05-03,2019,jop
JOP,Projecting confidence: How the probabilistic horserace confuses and demobilizes the public,2019-05-01,2019,jop
JOP,Does Campaign Spending Affect Election Outcomes? New Evidence from Transaction-Level Disbursement Data,2019-05-01,2019,jop
JOP,Does Police Repression Spur Everyday Cooperation: Evidence from Urban India,2019-05-01,2019,jop
JOP,From Political Mobilization to Electoral Participation:Turnout in Barcelona in the 1930s,2019-05-01,2019,jop
JOP,Politicians as Party Hacks: Party Loyalty and Public Distrust in Politicians,2019-05-01,2019,jop
JOP,Building Parties from City Hall: Party Membership and Municipal Government in Brazil,2019-05-01,2019,jop
JOP,A Dynamic Model of Primaries,2019-04-25,2019,jop
JOP,Information Technology and Political Engagement: Mixed Evidence from Uganda,2019-04-21,2019,jop
JOP,Replication Data for National and Subnational Identification in the Syrian Civil War,2019-04-21,2019,jop
JOP,"Replication Data for ""Can Institutions Make Voters Care about Corruption?""",2019-04-21,2019,jop
JOP,"Replication material for ""Coalition Policy Perceptions""",2019-04-21,2019,jop
JOP,"""Public Reactions to International Legal Institutions: The ICC in a Developing Democracy""",2019-04-09,2019,jop
JOP,"Replication Data for ""The Black Market Blues: The Political Costs of Illicit Currency Markets""",2019-04-03,2019,jop
JOP,The Environmental Costs of Civil War: A Synthetic Comparison of the Congolese Forests with and without the Great War of Africa,2019-04-02,2019,jop
JOP,The importance of candidate sex and partisan preference over time: A multiday study of voter decision-making,2019-04-01,2019,jop
JOP,"Gender Quotas, Women's Representation, and Legislative Diversity",2019-03-26,2019,jop
JOP,"Race, Party, and Representation in Criminal Justice Politics",2019-03-20,2019,jop
JOP,Police Violence and Public Perceptions: An Experimental Study of How Information and Endorsements Affect Support for Law Enforcement,2019-03-20,2019,jop
JOP,Lethal Force in Black and White: Assessing Racial Disparities in the Circumstances of Police Killings,2019-03-20,2019,jop
JOP,"Replication Data for ""How Governing as a Junior Coalition Partner Influences Electoral Outcomes""",2019-03-20,2019,jop
JOP,Combining Patronage and Merit in Public Sector Recruitment,2019-03-20,2019,jop
JOP,Moderation or Strategy? Political Giving by Corporations and Trade Groups,2019-03-18,2019,jop
JOP,Teflon Don? Or Politics as Usual? An Examination of Foreign Policy Flip-Flops in the Age of Trump,2019-03-14,2019,jop
JOP,Responsive Campaigning: Evidence from European Parties,2019-03-12,2019,jop
JOP,Understanding Partisan Cue Receptivity: Tests of Predictions from the Bounded Rationality and Expressive Utility Perspectives,2019-03-03,2019,jop
JOP,"Opportunistic election timing, a complement or substitute for economic manipulation?",2019-02-28,2019,jop
JOP,Social Welfare Policy Outputs and Governing Parties’ Left-Right Images: Do Voters Respond?,2019-02-25,2019,jop
JOP,Responsiveness If You Can Afford It: Policy Responsiveness in Good and Bad Economic Times,2019-02-25,2019,jop
JOP,"Leader Age, Death, and Political Liberalization in Dictatorships",2019-02-25,2019,jop
JOP,Industry Politicization and Interest Group Campaign Contribution Strategies,2019-02-21,2019,jop
JOP,Partisan Consumerism: Experimental Tests of Consumer Reactions to Corporate Political Activity,2019-02-21,2019,jop
JOP,Do Women Vote Less Correctly? The Effect of Gender on Ideological Proximity Voting and Correct Voting,2019-02-21,2019,jop
JOP,"DeSante and Smith (2019) ""Less is More""",2019-02-15,2019,jop
JOP,The Power to Hurt and the Effectiveness of International Sanctions,2019-02-14,2019,jop
JOP,Unequal Returns to Education: How Women Teachers Narrow the Gender Gap in Political Knowledge,2019-02-14,2019,jop
JOP,Does Voting Have Upstream and Downstream Consequences? Regression Discontinuity Tests of the Transformative Voting Hypothesis,2019-02-06,2019,jop
JOP,"Democracy under High Inequality: Capacity, Spending and Participation",2019-02-06,2019,jop
JOP,Presidential Success and the World Economy,2019-02-02,2019,jop
JOP,Endogenous Policymaking,2019-02-02,2019,jop
JOP,"Replication Data for It's Not Only What You Say, It's Also How You Say It: The Strategic Use of Campaign Sentiment",2019-01-28,2019,jop
JOP,Local Government Efficiency and Anti-Immigrant Violence,2019-01-27,2019,jop
JOP,"Replication Data for ""Dixie's Drivers: Core Values and the Southern Republican Realignment""",2019-01-27,2019,jop
JOP,Inequality Growth and Economic Policy Liberalism: An Updated Test of a Classic Theory,2019-01-24,2019,jop
JOP,No Easy Way Out: The Effect of Military Coups on State Repression,2019-01-23,2019,jop
JOP,"""What Explains Taxation by Resource-Rich Rebels? Evidence from the Islamic State in Syria""",2019-01-23,2019,jop
JOP,Why So Secretive? Unpacking Public Attitudes Towards Secrecy and Success in U.S. Foreign Policy,2019-01-15,2019,jop
JOP,"How Do Electoral Quotas Influence Political Competition? Evidence from Municipal, State, and National Elections in India",2019-01-15,2019,jop
JOP,"Larsen, Martin Vinæs and Olsen, Asmus Leth: Reducing Bias in Citizens’ Perception of Crime Rates: Evidence From a Field Experiment on Burglary Prevalence.",2019-01-15,2019,jop
JOP,Quid Pro Quo? Corporate Returns to Campaign Contributions,2019-01-15,2019,jop
JOP,"Replication Data for ""Bureaucratic Capacity and Class Voting: Evidence from Across the World and the United States""",2019-01-15,2019,jop
JOP,One Run Leads to Another: Minority Incumbents and the Emergence of Lower Ticket Minority Candidates,2019-01-15,2019,jop
JOP,"""Do Nonpartisan Programmatic Policies Generate Partisan Electoral Effects? Evidence from Two Large Scale Experiments""",2019-01-07,2019,jop
JOP,"""Was there a culture war? Partisan polarization and secular trends in U.S. public opinion""",2019-01-07,2019,jop
JOP,How fair is it? An experimental study of perceived fairness of distributive policies,2018-12-13,2018,jop
JOP,What is Regular Order Worth? Partisan Lawmaking and Congressional Processes,2018-12-10,2018,jop
JOP,Man Bites Blue Dog: Are Moderates Really More Electable than Ideologues?,2018-12-10,2018,jop
JOP,"""Personalization of Power and Repression in Dictatorships.""",2018-12-07,2018,jop
JOP,The Shadow of the Future and Bargaining Delay: An Experimental Approach,2018-12-07,2018,jop
JOP,Can Political Alignment be Costly?,2018-12-02,2018,jop
JOP,Replication Data for “Policy and Performance in the New Deal Realignment: Evidence from Old Data and New Methods”,2018-12-02,2018,jop
JOP,Cities in the Statehouse: How Local Governments Use Lobbyists to Secure State Funding,2018-11-28,2018,jop
JOP,"Replication Code for: ""Past Place, Present Prejudice: The Impact of Adolescent Racial Context on White Racial Attitudes""",2018-11-26,2018,jop
JOP,"Conservative Larks, Liberal Owls: The Relationship between Chronotype and Political Ideology",2018-11-22,2018,jop
JOP,Politics in Forgotten Governments: The Partisan Composition of County Legislatures and County Fiscal Policies,2018-11-20,2018,jop
JOP,The Ideological Basis of the Grexit Debate,2018-11-20,2018,jop
JOP,"“And why is that a partisan issue?” Source cues, persuasion, and school lunches",2018-11-20,2018,jop
JOP,"Income Inequality and Congressional Republican Position Taking, 1913-2013",2018-11-20,2018,jop
JOP,Legislative Term Limits and Polarization,2018-11-20,2018,jop
JOP,Replication Data for Government formation as logrolling in high-dimensional issue spaces,2018-11-11,2018,jop
JOP,"More Donors, More Democracy",2018-11-11,2018,jop
JOP,"""Female Autocrats As Role Models? The Effect of Female Leaders on Political Knowledge and Engagement in Vietnam""",2018-11-11,2018,jop
JOP,Do People Really Become More Conservative as They Age?,2018-11-08,2018,jop
JOP,The Gendered Effects of Violence on Political Engagement,2018-11-02,2018,jop
JOP,When Time Is of the Essence: A Natural Experiment on How Time Constraints Influence Elections,2018-10-23,2018,jop
JOP,Public Commitments as Signals of Responsiveness in the European Union,2018-10-23,2018,jop
JOP,The Gender Readings Gap in Political Science Graduate Training,2018-10-15,2018,jop
JOP,"""Boycotting, Buycotting, and the Psychology of Political Consumerism""",2018-10-08,2018,jop
JOP,How Does Hyper-Politicized Rhetoric Affect the U.S. Supreme Court's Legitimacy?,2018-09-30,2018,jop
JOP,"Replication Data for ""Partisan Conflict and Citizens’ Democratic Attitudes: How Partisanship Shapes Reactions to Legislative Brawls""",2018-09-30,2018,jop
JOP,Do Felony Disenfranchisement Laws (De-)Mobilize? The Case of Surrogate Participation,2018-09-30,2018,jop
JOP,"Reform, Representation and Resistance: The Politics of Property Rights' Enforcement",2018-09-30,2018,jop
JOP,The Dynamics of Partisan Identification when Party Brands Change: The Case of the Workers Party in Brazil,2018-09-24,2018,jop
JOP,Facial Dominance and Electoral Success in Times of War and Peace,2018-09-24,2018,jop
JOP,How Large Are The Political Costs of Fiscal Austerity?,2018-09-17,2018,jop
JOP,"Expertise, Networks, and Interpersonal Influence in Congress",2018-09-17,2018,jop
JOP,Shifting Standards: How Voters Evaluate the Qualifications of Female and Male Candidates,2018-09-17,2018,jop
JOP,Why are Subnational Governments Responsive?,2018-09-17,2018,jop
JOP,Prioritized Interests: Diverse Lobbying Coalitions and Congressional Committee Agenda-Setting,2018-09-10,2018,jop
JOP,Government Privatization and Political Participation: The Case of Charter School,2018-09-10,2018,jop
JOP,Countering Capture: Elite Networks and Government Responsiveness in China's Land Market Reform,2018-08-13,2018,jop
JOP,Inequality in the Social Mind: Social Comparison and Support for Redistribution,2018-07-29,2018,jop
JOP,Gender Identity as a Political Cue: Voter Responses to Transgender Candidates,2018-07-29,2018,jop
JOP,Does Global Warming Increase Public Concern About Climate Change?,2018-07-29,2018,jop
JOP,Who Revolts? Empirically Revisiting the Social Origins of Democracy,2018-07-23,2018,jop
JOP,Targeted: The Mobilizing Effect of Perceptions of Unfair Policing Practices,2018-07-11,2018,jop
JOP,"Places to Hide: Terrain, Ethnicity and Civil Conflict",2018-07-11,2018,jop
JOP,"""E Pluribus Unum? How Ethnic and National Identity Motivate Individual Reactions to a Political Ideal""",2018-07-07,2018,jop
JOP,Do Local Party Chairs Think Women and Minority Candidates Can Win? Evidence from a Conjoint Experiment,2018-06-29,2018,jop
JOP,Military Coalitions and Crisis Duration,2018-06-29,2018,jop
JOP,"Infectious Disease, Disgust, and Imagining the Other",2018-06-20,2018,jop
JOP,"""Partisanship in the Trump Era""",2018-06-20,2018,jop
JOP,"""Dodging the Rules in Trump's Republican Congress""",2018-06-17,2018,jop
JOP,"""The Constraining Power of the Purse: Executive Discretion and Legislative Appropriations""",2018-06-13,2018,jop
JOP,The 115th Congress and Questions of Party Unity in a Polarized Era,2018-06-13,2018,jop
JOP,Post-Political Careers: How Politicians Capitalize on Public Office,2018-06-12,2018,jop
JOP,The electoral appeal of party strategies in post-industrial societies: when can the Mainstream Left succeed?,2018-06-12,2018,jop
JOP,Trump and the Party-In-Organization: Presidential Control of National Party Organizations,2018-06-11,2018,jop
JOP,"Governing Coalition Partners’ Images Shift in Parallel, but do not Converge",2018-06-09,2018,jop
JOP,"The Tolerance of Tamils: War-related Experiences, Psychological Pathways, and the Probability of Granting Civil Liberties to Former Enemies",2018-06-07,2018,jop
JOP,'On Board with Banks: Do Banking Connections Help Politicians Win Elections?',2018-06-05,2018,jop
JOP,"The Political Weaponization of Gun Owners: The NRA's Cultivation, Dissemination, and Use of a Group Social Identity",2018-06-05,2018,jop
JOP,"Replication Data for ""Empowering Women? Gender Quotas and Women's Political Careers""",2018-06-04,2018,jop
JOP,Replication Data for Fiscal Capacity and Inequality: Evidence from Brazilian Municipalities,2018-06-04,2018,jop
JOP,Greasing the Wheels of Commerce? Corruption and Foreign Investment,2018-05-31,2018,jop
JOP,What Makes Foreign Policy Teams Tick: Explaining Variation in Group Performance At Geopolitical Forecasting,2018-05-24,2018,jop
JOP,"Replication Data for One Party States and Legislator Extremism in the U.S. House, 1876-2012",2018-05-24,2018,jop
JOP,"""Getting Rich Too Fast? Voters' Reactions to Politicians' Wealth Accumulation""",2018-05-23,2018,jop
JOP,Mutual Optimism and Costly Conflict: The Case of Naval Battles in the Age of Sail,2018-05-17,2018,jop
JOP,Knock out Blows or the Status Quo? Momentum in the 2016 Primaries,2018-05-15,2018,jop
JOP,Economists and Public Opinion: Expert Consensus and Economic Policy Judgments,2018-05-12,2018,jop
JOP,Casual Physical Contact and Out-group Bias: Experimental Evidence from Afghanistan,2018-05-08,2018,jop
JOP,The Power to Appoint: Presidential Nominations and Change on the Supreme Court,2018-05-03,2018,jop
JOP,Gendered Political Contexts: The Gender Gap in Political Knowledge,2018-05-03,2018,jop
JOP,"Replication Data for ""How Autocrats Manipulate Economic News: Evidence from Russia’s State-Controlled Television.""",2018-05-01,2018,jop
JOP,How Negative Sentiment towards Muslim Americans Predicts Support for Trump in the 2016 Presidential Election,2018-04-27,2018,jop
JOP,Implicit Attitudes Toward an Authoritarian Regime,2018-04-25,2018,jop
JOP,Are Donation-Based Measures of Ideology Valid Predictors of Individual-Level Policy Preferences?,2018-04-25,2018,jop
JOP,The Divided Labor of Attack Advertising in Congressional Campaigns,2018-04-24,2018,jop
JOP,Guilt by Association: White Collective Guilt in American Politics,2018-04-23,2018,jop
JOP,"""Bounding Partisan Approval Rates Under Endogenous Partisanship: Why High Presidential Partisan Approval May Not Be What It Seems""",2018-04-23,2018,jop
JOP,"Replication Data for ""How Dispositional Empathy Influences Political Ambition""",2018-04-18,2018,jop
JOP,"Politicization and Expertise: Exit, Effort, and Investment",2018-04-15,2018,jop
JOP,Why friends and neighbors? Explaining the electoral appeal of local roots,2018-04-09,2018,jop
JOP,"""A Race to the Middle. The Politics of Interstate Cost Distribution and Welfare State Expansion""",2018-04-09,2018,jop
JOP,The Impact of Personalized Information on Vote Intention: Evidence from a Randomized Field Experiment,2018-04-04,2018,jop
JOP,Groceries for Votes: The Electoral Returns of Vote Buying,2018-04-03,2018,jop
JOP,"Elections, Protest and Trust in Government: A Natural Experiment from Russia",2018-03-27,2018,jop
JOP,Patronage Appointments and Agency Independence,2018-03-27,2018,jop
JOP,The Muted Consequences of Correct Information about Immigration,2018-03-27,2018,jop
JOP,The Credibility of Party Policy Rhetoric: Survey Experimental Evidence,2018-03-25,2018,jop
JOP,"""Who's to Blame? Political Centralization and Electoral Punishment under Authoritarianism""",2018-03-23,2018,jop
JOP,A Signaling Theory of Distributive Policy Choice: Evidence from Senegal,2018-03-23,2018,jop
JOP,"""How Incivility on Partisan Media (De-)Polarizes the Electorate""",2018-03-22,2018,jop
JOP,"Pivotal Politics, Partisan Polarization, and Policy Predictability",2018-03-19,2018,jop
JOP,"Replication Data for ""Economic Institutions and Autocratic Breakdown: Monetary Constraints and Fiscal Spending in Dominant-Party Regimes""",2018-03-16,2018,jop
JOP,"Replication Data for ""We all Agree: Strict Voter ID Laws Disproportionately Burden Minorities""",2018-03-12,2018,jop
JOP,Nonpartisans as False Negatives: The Mismeasurement of Party Identification in Public Opinion Surveys,2018-03-12,2018,jop
JOP,"Strength in Expectation: Elections, Economic Performance and Authoritarian Breakdown",2018-03-06,2018,jop
JOP,A Tale of Two Democrats: How Authoritarianism Divides the Democratic Party,2018-03-04,2018,jop
JOP,Party Calls and Reelection in the U.S. Senate,2018-03-04,2018,jop
JOP,Everybody Hurts Sometimes: How Personal and Collective Insecurities Shape Policy Preferences,2018-03-01,2018,jop
JOP,Conspiracy and Misperception Belief in the Middle East and North Africa,2018-02-25,2018,jop
JOP,"The Differential Effects of ""Democratic"" Institutions on Dissent in Dictatorships",2018-02-25,2018,jop
JOP,Natural Resource Exploitation and Sexual Violence by Rebel Groups,2018-02-20,2018,jop
JOP,Economic Responsiveness and the Political Conditioning of the Electoral Cycle,2018-02-20,2018,jop
JOP,"""How Attribution Inhibits Accountability: Evidence from Train Delays""",2018-02-20,2018,jop
JOP,"Having their Say: Authority, Voice, and Satisfaction with Democracy",2018-02-20,2018,jop
JOP,The Social Costs of Public Political Participation: Evidence from a Petition Experiment in Lebanon,2018-02-20,2018,jop
JOP,Inter-regional Inequality and the Dynamics of Government Spending,2018-02-20,2018,jop
JOP,Socialization or experience? Institutional trust and satisfaction with democracy among emigrants in different institutional settings,2018-02-20,2018,jop
JOP,Framing and Blame Attribution in Populist Rhetoric,2018-02-14,2018,jop
JOP,"Uncertainty, Cleavages and Ethnic Coalitions",2018-02-14,2018,jop
JOP,Redistributive Political Transitions: Minority Rule and Liberation Wars in Colonial Africa,2018-02-12,2018,jop
JOP,Can Development Aid Empower Women? Evidence from a Field Experiment in the Congo,2018-02-12,2018,jop
JOP,Intra-Elite Competition and Long-Run Fiscal Development,2018-02-04,2018,jop
JOP,"Political Issues, Evidence, and Citizen Engagement: The Case of Unequal Access to Affordable Health Care",2018-02-01,2018,jop
JOP,Electoral Volatility in Latin America,2018-01-26,2018,jop
JOP,Politicization and Responsiveness in Executive Agencies,2018-01-25,2018,jop
JOP,Actions Versus Consequences in Political Arguments: Insights from Moral Psychology,2018-01-25,2018,jop
JOP,Legislative Effectiveness in the United States Senate,2018-01-17,2018,jop
JOP,"""Restrained Change: Party Systems in Times of Economic Crisis""",2018-01-16,2018,jop
JOP,"""Crime, Conflict and the Legitimacy Tradeoff: Explaining Variation in Insurgents' Participation in Crime""",2018-01-12,2018,jop
JOP,"""Gerrymandering Incumbency: Does Nonpartisan Redistricting Increase Electoral Competition?""",2018-01-12,2018,jop
JOP,The Absence of Consumer Interests in Trade Policy,2018-01-11,2018,jop
JOP,The Structure of Ethnic Inequality and Ethnic Voting,2018-01-11,2018,jop
JOP,Party Leader or Party Reputation Concerns? How Vertical Partisan Alignment Reins in Subnational Fiscal Profligacy,2018-01-11,2018,jop
JOP,"""When Does a Group of Citizens Influence Policy? Evidence from Senior Citizen Participation in City Politics""",2018-01-10,2018,jop
JOP,"""Economic Reasoning with a Racial Hue: Is the Immigration Consensus Purely Race Neutral?""",2017-12-17,2017,jop
JOP,"Elite Coalitions, Limited Government, and Fiscal Capacity Development: Evidence from Bourbon Mexico",2017-12-17,2017,jop
JOP,Genetic Attributions: Sign of Intolerance or Acceptance?,2017-12-15,2017,jop
JOP,"""Signaling sophistication: How social expectations can increase political information acquisition""",2017-12-11,2017,jop
JOP,"Replication Data for ""Legislative Rules in an Electoral Authoritarian System""",2017-12-07,2017,jop
JOP,Can the Government Deter Discrimination? Evidence from a Randomized Intervention in New York City,2017-12-04,2017,jop
JOP,The Importance of Knowing ‘What Goes With What’: Reinterpreting the Evidence on Policy Attitude Stability,2017-12-01,2017,jop
JOP,Measuring Morality in Political Attitude Expression,2017-11-29,2017,jop
JOP,Revolving Door Lobbyists and the Value of Congressional Staff Connections,2017-11-29,2017,jop
JOP,Resist to Commit: Concrete Campaign Statements and the Need to Clarify a Partisan Reputation,2017-11-26,2017,jop
JOP,Social Signals and Participation in the Tunisian Revolution,2017-11-21,2017,jop
JOP,The Pathology of Hard Propaganda,2017-11-20,2017,jop
JOP,Language Influences Public Attitudes Toward Gender Equality,2017-11-01,2017,jop
JOP,The Effect of the Voting Rights Act on Enfranchisement: Evidence from North Carolina,2017-10-25,2017,jop
JOP,"Share the Name, Share the Vote: A Natural Experiment of Name Recognition",2017-10-25,2017,jop
JOP,"Multiple Measurements, Elusive Agreement, and Unstable Outcomes in the Study of Regime Change",2017-10-23,2017,jop
JOP,"Decomposing Public Opinion Variation into Ideology, Idiosyncrasy and Instability",2017-10-18,2017,jop
